date_saf,depositing_date,district_name,entity_subtype_desc,ja_concat,jurstiction_area_name,last_update,mp_id,objectid,on_hold_date,open_date,pa_concat,pl_area_dunam,pl_by_auth_of,pl_date7,pl_date_8,pl_date_advertise,pl_id,pl_landuse_string,pl_last_deposit_date,pl_name,pl_number,pl_order_print_version,pl_rejection_date,pl_tasrit_prn_version,pl_url,plan_area_name,plan_charactor_name,plan_county_name,pq_authorised_quantity_110,pq_authorised_quantity_120,pq_detailed_plan_110,pq_detailed_plan_80,pq_pl_quantity_code_60,pq_pl_quantity_code_75,pq_pl_quantity_code_80,quantity_delta_105,quantity_delta_110,quantity_delta_120,quantity_delta_125,quantity_delta_60,quantity_delta_75,quantity_delta_80,quantity_desc_110,quantity_desc_120,quantity_desc_60,quantity_desc_75,quantity_desc_80,receiving_date,shape_area,shape_length,station_desc,מטרות
2021/09/13 03:00:00,2022/02/07 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231228093636624   ",1000903747,"25852",,,ירושלים,6.768,2,,,,1005328664,"דרך מאושרת,דרך מוצעת,מבנים ומוסדות ציבור,מגורים ד',שטח ציבורי פתוח",,"פינוי בינוי ברחוב פנמה 2 ו-6, ירושלים",101-0581850,65,,41,https://mavat.iplan.gov.il/SV4/1/1000903747/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,72,0,0,0,0,80,0,0,189,11023,0,0,2445, ,"מגורים (יח""ד)", , ,"מבני ציבור (מ""ר)",2020/10/25 02:00:00,6763.50887488,587.75939602,דיון בהפקדה,"פינוי בינוי ברחוב פנמה 2 ו-6, ירושלים ^ פינוי בינוי ברחוב פנמה 2 ו-6 בשכונת קרית מנחם. ירושלים ^ 1. שינוי יעוד מאזור מגורים מיוחד, דרך מאושרת, דרך או טיפול נופי ושטח ציבורי פתוח למגורים ד', מבנים ומוסדות ציבור, דרך מאושרת ושטח ציבורי פתוח.
2. קביעת "
2021/11/30 02:00:00,2022/03/07 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20230905125103360   ",1005067692,"25862",2023/09/04 03:00:00,2023/05/29 03:00:00,ירושלים,4.729,2,2023/05/29 03:00:00,2023/09/05 03:00:00,2022/12/02 02:00:00,1005328786,"דרך מוצעת,מבנים ומוסדות ציבור,מגורים מסחר ומבנים ומוסדות ציבור,שביל,שטח ציבורי פתוח",2023/01/31 02:00:00,"התחדשות עירונית ברחוב בר יוחאי 4 ויצחק שדה 3, מתחם 11, ירושלים",101-0855668,51,2023/05/29 03:00:00,29,https://mavat.iplan.gov.il/SV4/1/1005067692/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,72,0,0,0,75,80,0,0,215,27330,0,1170,2000, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2021/10/18 03:00:00,4729.21245982,301.84813619,אישור,"התחדשות עירונית ברחוב בר יוחאי 4 ויצחק שדה 3, מתחם 11, ירושלים ^ קביעת הוראות פינוי מבנים קיימים ובניית חדשים תחתיהם, לרבות שטחי מסחר ושטחים ציבוריים מבונים. 
 ^ 01. שינוי במערך יעודי הקרקע כמפורט להלן:
-שינוי משטח מגורים מיוחד לשצ""פ
-שינוי משטח מ"
2020/04/02 03:00:00,2021/11/14 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231011120755324   ",1000959627,"25991",,,ירושלים,12.261,2,,,2023/03/10 02:00:00,1005330314,"דרך מאושרת,דרך מוצעת,מבנים ומוסדות ציבור,מגורים,שביל",2023/10/06 03:00:00,"התחדשות עירונית, רחוב ברזיל 4-12, ירושלים",101-0678920,74,2023/09/15 03:00:00,31,https://mavat.iplan.gov.il/SV4/1/1000959627/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,153,0,0,0,75,80,0,0,447,61800,0,1501,500, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2019/10/30 02:00:00,12261.75494235,952.10943014,הכרעה בתכנית,"התחדשות עירונית, רחוב ברזיל 4-12, ירושלים ^ פינוי והריסת 5 בנייני מגורים קיימים ובניית 4 בניינים חדשים בעלי 20 קומות מגורים מעל רחוב ברזיל ו- 27 קומות מעל רחוב אולסוונגר, המכילים 600 יח""ד חדשות, מסחר בקומת הקרקע, הפרשות ציבוריות וחניון תת""ק. ^ א. שינ"
2022/10/02 03:00:00,2023/02/19 02:00:00,ירושלים,תכנית מתאר מקומית,"ירושלים,",ירושלים,"20231224181255063   ",1005251684,"26061",,,ירושלים,0.634,2,,,2023/09/29 03:00:00,1005331128,מגורים ב',2023/11/28 02:00:00,"בנין מגורים ברחוב השופט בנימין 4 יח""ד",101-1131796,9,,5,https://mavat.iplan.gov.il/SV4/1/1005251684/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,2,0,0,0,0,0,0,0,2,629.8,0,0,0, ,"מגורים (יח""ד)", , , ,2022/09/15 03:00:00,634.00758288,102.65630229,הכרעה בתכנית,"בנין מגורים ברחוב השופט בנימין 4 יח""ד ^ הקמת בניין חדש בן 3 קומות על קרקעיות מעל קומת מרתף תת-קרקעיות ^ 1.שינוי יעוד ממגורים 5 מיוחד למגורים ב'.
2.קביעת שטחי בניה בתחום התכנית.
3.קביעת בינוי בגובה 3 קומות ועוד קומה טכנית נוספת, מעל מפלס הכניסה.
4."
2023/01/18 02:00:00,2023/04/02 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231109153728181   ",1005270562,"26089",,,ירושלים,1.184,2,,,2023/10/20 03:00:00,1005331478,מגורים ג',2023/12/19 02:00:00,תוספת בניה מעל בניין קיים בשכ' בית צפפה-ירושלים,101-1163088,14,,7,https://mavat.iplan.gov.il/SV4/1/1005270562/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,6,0,0,0,0,0,0,0,9,1455,0,0,0, ,"מגורים (יח""ד)", , , ,2022/12/08 02:00:00,1186.31776702,194.26216892,הכרעה בתכנית,"תוספת בניה מעל בניין קיים בשכ' בית צפפה-ירושלים ^ תוספת בניה מעל בנין קיים ^ 1.שינוי יעוד הקרקע מאזור מגורים 5  למגורים ג'.
2.קביעת שטחי בנייה מירביים בתחום התכנית.
3.הגדלת מספר יחידות הדיור המירבי. 
4.הגדלת גובה בנייה ומספר הקומות המירבי. 
5.קבי"
2021/08/01 03:00:00,2022/01/03 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231119090901190   ",1005146248,"26144",,,ירושלים,1.061,2,,,2023/09/08 03:00:00,1005332322,"מגורים ד',שביל",2023/11/07 02:00:00,"בניין מגורים חדש ברח' הנטקה 22,24, ירושלים",101-0986141,15,,13,https://mavat.iplan.gov.il/SV4/1/1005146248/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,1,0,0,0,75,0,0,0,42,2421.4,0,267,0, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)", ,2021/07/26 03:00:00,1061.67975832,131.39914643,הכרעה בתכנית,"בניין מגורים חדש ברח' הנטקה 22,24, ירושלים ^ הריסת בניינים קיימים ובניית בניין מגורים חדש במסגרת פינוי בינוי ברח' הנטקה 22-24, ירושלים. ^ 1. שינוי יעוד מאזור מגורים 5 למגורים ד'.
2. קביעת השימושים המותרים למגורים ומסחר ותעסוקה.
3. קביעת הוראות בניה"
2023/10/26 03:00:00,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231026163600908   ",1005304008,"26194",,,ירושלים,12.5,2,,,,1005333096,דרך מאושרת,,קירוי מסוף אוטובוסים קדיש לוז,101-1214527,8,,2,https://mavat.iplan.gov.il/SV4/1/1005304008/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,2023/08/14 03:00:00,1788.89681565,236.29619341,בבדיקה תכנונית,"קירוי מסוף אוטובוסים קדיש לוז ^ קירוי מסוף אוטובוסים והסדרת שצ""פ לצורכי ציבור. ^ 1. קביעת קווי בניין לקירוי המסוף.
2. קביעת הוראות לבינוי ועיצוב אדריכלי.
3. קביעת הוראות לפיתוח שטח.
4. קביעת הוראות להוצאת התרי בניה.
"
2023/09/12 03:00:00,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20230912161402358   ",1005321652,"26222",,,ירושלים,0.989,2,,,,1005333392,"דרך משולבת,מגורים ג',שביל",,הקמת בניין מגורים חדש בבית צפפה,101-1242106,8,,6,https://mavat.iplan.gov.il/SV4/1/1005321652/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,2,0,0,0,0,0,0,0,8,905,0,0,0, ,"מגורים (יח""ד)", , , ,2023/08/10 03:00:00,988.82722558,205.26861848,בבדיקה תכנונית,"הקמת בניין מגורים חדש בבית צפפה ^ הקמת בניין  מגורים חדש בבית צפפה . ^ 1.שינוי יעוד קרקע מאזור מגורים 5 לאזור מגורים ג .
2.קביעת בינוי להקמת בניין מגורים חדשים .
3.שינוי קווי בניין וקביעת קווי בניין חדשים .
4.קביעת שטחי בנייה מירביים  .
5.הגדלת מ"
2023/09/18 03:00:00,,ירושלים,תכנית מתאר מקומית,,,"20230918120631984   ",1005245172,"26226",,,ירושלים,10.167,2,,,,1005333432,"מבנים ומוסדות ציבור,מגורים ומבנים ומוסדות ציבור,שטח ציבורי פתוח",,"התחדשות עירונית משולש פת, ירושלים",101-1121920,15,,15,https://mavat.iplan.gov.il/SV4/1/1005245172/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,96,0,0,0,75,80,0,0,604,76353,0,1000,3295, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2023/03/23 02:00:00,10166.53763915,476.00597406,בבדיקה תכנונית,"התחדשות עירונית משולש פת, ירושלים ^ הקמת מתחם מגורים במסגרת התחדשות עירונית פינוי-בינוי שיכלול:
בינוי מרקמי ו-4 מגדלים בעלי חזית מסחרית ועם כ- 700 יח""ד, הפרשות ציבוריות מבונות, שטח ציבורי פתוח לרווחת הציבור ודרך מוצעת חדשה. ^ 1. שינויי ייעוד הקרקע מ"
2023/01/24 02:00:00,2023/03/27 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231120174357739   ",1005191924,"26250",,,ירושלים,4.303,2,,,,1005333698,"דרך מוצעת,מגורים ד',שטח פרטי פתוח,שטח ציבורי פתוח",,התחדשות עירונית ברחוב בר יוחאי 1-3- מתחם 01,101-1033869,36,,14,https://mavat.iplan.gov.il/SV4/1/1005191924/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,94,0,0,0,0,0,0,0,237,0,0,0,0, ,"מגורים (יח""ד)", , , ,2022/08/07 03:00:00,4303.22072161,282.5507894,דיון בהפקדה,"התחדשות עירונית ברחוב בר יוחאי 1-3- מתחם 01 ^ קביעת הוראות פינוי מבנים קיימים ובניית חדשים תחתיהם, לרבות שטחי מסחר ושטחים ציבוריים מבונים. 
 ^ 01. שינוי במערך יעודי הקרקע משטח מגורים מיוחד למגורים ד'
02. קביעת הוראות לבינוי בנייני המגורים  
03. קב"
2023/09/20 03:00:00,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231127153434222   ",1005269750,"26497",,,ירושלים,16.731,2,,,,1005336724,"דרך ו/או טיפול נופי,דרך מאושרת,דרך מוצעת,חניון,מתקנים הנדסיים",,גבעת משואה - מסוף אוטובוסים,101-1161850,16,,14,https://mavat.iplan.gov.il/SV4/1/1005269750/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,2023/06/26 03:00:00,16731.4643217,967.29402446,בבדיקה תכנונית,"גבעת משואה - מסוף אוטובוסים ^ 1. קביעת מסגרת תכנונית להקמת מסוף אוטובוסים. ^ 1. שינוי ייעוד משטח ציבורי פתוח, דרך ו/או טיפול נופי, שטח מיוחד יער, דרך מאושרת ומתקנים הנדסיים. 
    לחניון, מתקנים הנדסיים, דרך מאושרת, דרך מוצעת ודרך ו/ או טיפול נופי. "
2020/12/17 02:00:00,2021/03/21 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231029123332444   ",1005070786,"26543",,,ירושלים,1.922,2,,,,1005337164,מגורים ב',,הגדלת שטחי הבניה ברח' יהושוע ברוכי גוש 30962 חלקה 21,101-0862508,10,,8,https://mavat.iplan.gov.il/SV4/1/1005070786/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,0,0,0,16,400.68,0,0,0, ,"מגורים (יח""ד)", , , ,2020/08/09 03:00:00,1921.08090248,179.62319845,דיון בהפקדה,"הגדלת שטחי הבניה ברח' יהושוע ברוכי גוש 30962 חלקה 21 ^ הרחבות לכל יח""ד בתחום החלקה והכשרת עברות בניה. ^ תוספת בניה לכל יח""ד.
- קביעת קווי בנין כאמור.
- קביעת שטחי בניה בשטח.
- קביעת מס' יח""ד.
- קביעת שלבי ביצוע למימוש התכנית.
- קביעת תנאים למתן "
2022/11/28 02:00:00,2023/02/19 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231130122858198   ",1005233142,"26550",,,ירושלים,0.965,2,,,,1005337292,מגורים ג',,תוספת 2 קומות מעל בניין קיים בשכונת בית צפאפא ירושלים,101-1102136,9,,7,https://mavat.iplan.gov.il/SV4/1/1005233142/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,4,0,0,0,0,0,0,0,4,688,0,0,0, ,"מגורים (יח""ד)", , , ,2022/09/13 03:00:00,984.33930327,124.09502384,דיון בהפקדה,"תוספת 2 קומות מעל בניין קיים בשכונת בית צפאפא ירושלים ^ תוספת 2 קומות לבית מגורים קיים. ^ 1.שינוי יעוד מאזור מגורים 5 לאזור מגורים ג'.
2.קביעת הוראות בינוי לתוספת בניה על מבנה מגורים קיים.
3.קביעת שטחי בניה מרביים 
4.הגדלת מספר הקומות המרבי ל-4 קו"
2023/12/17 02:00:00,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231217132813237   ",1005322832,"26567",,,ירושלים,7.238,2,,,,1005337546,"דרך מאושרת,מבנים ומוסדות ציבור,מגורים ד',שביל,שטח ציבורי פתוח",,התחדשות עירונית ברחוב הנורית - מתחם 5,101-1244276,7,,7,https://mavat.iplan.gov.il/SV4/1/1005322832/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,302,0,0,0,75,80,0,0,284,23824,0,480,510, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2023/09/11 03:00:00,7240.73086418,519.02639933,בבדיקה תכנונית,"התחדשות עירונית ברחוב הנורית - מתחם 5 ^ תכנית להתחדשות עירונית ברחוב הנורית בירושלים, בתחום מתחם 5 מתוך תמ""ל/2020, באמצעות פינוי והריסה של 144 יח""ד ישנות ובניית 586 יח""ד חדשות, תוך שדרוג המרחב הציבורי והוספת שטחי מסחר ושטחי ציבור מבונים.
 ^ 1. קביעת"
2022/08/11 03:00:00,2023/01/16 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231225125829684   ",1005183484,"26579",,,ירושלים,2.732,2,,,2023/10/27 03:00:00,1005337708,"דרך מוצעת,מגורים ד',שטחים פתוחים ומבנים ומוסדות ציבור",2023/12/28 02:00:00,"פינוי בינוי ברחוב חיים חביב 3 קרית יובל, ירושלים",101-1019611,24,,18,https://mavat.iplan.gov.il/SV4/1/1005183484/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,50,0,0,0,75,80,0,0,128,12556,0,260,1110, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2021/12/02 02:00:00,2742.96313048,237.28442608,הפקדה להתנגדויות,"פינוי בינוי ברחוב חיים חביב 3 קרית יובל, ירושלים ^ פינוי בינוי ברחוב חיים חביב 3 ^ א. שינוי מערך ייעודי הקרקע כלהלן: שינוי מאזור מגורים לפי תרש""צ לאזור מגורים ד', לשטחים פתוחים ומבנים ומוסדות ציבור ולדרך מוצעת.
ב. קביעת השימושים המותרים ביעודי הקרקע"
2023/04/24 03:00:00,2023/07/02 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231120142903464   ",1005286814,"26595",,,ירושלים,303.12,2,,,2023/11/10 02:00:00,1005337972,מגורים ב',2024/01/09 02:00:00,"הרחבת יח""ד  ותוספת קומה ברחוב הנרד 45  שכונת עיר גנים",101-1189901,23,,15,https://mavat.iplan.gov.il/SV4/1/1005286814/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,2,0,0,0,0,0,0,0,0,330.47,0,0,0, ,"מגורים (יח""ד)", , , ,2023/03/22 02:00:00,303.11465001,76.60730747,הפקדה להתנגדויות,"הרחבת יח""ד  ותוספת קומה ברחוב הנרד 45  שכונת עיר גנים ^ הרחבת יח""ד קיימות 
 ^ 1שינוי ייעוד מאזור מגורים 5 מיוחד  לאזור מגורים  ב.
2. קביעת קווי בניין מירביים
3. קביעת שטחי בניה מירביים 
4. קביעת מספר קומות מירבי 
5. קביעת שלבי ביצוע 
6. קביעת ה"
2022/08/04 03:00:00,2022/10/30 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231119091831602   ",1005229192,"26615",2023/10/29 02:00:00,2023/09/26 03:00:00,ירושלים,0.609,2,2023/09/26 03:00:00,2023/10/30 02:00:00,2023/05/19 03:00:00,1005338180,מגורים מסחר ותעסוקה,2023/07/18 03:00:00,"מסחר, תעסוקה ודיור להשכרה במורדות מלחה ירושלים",101-1095892,20,2023/09/26 03:00:00,10,https://mavat.iplan.gov.il/SV4/1/1005229192/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,60,75,0,0,0,0,620,203.91,416.1,0, , ,"תעסוקה (מ""ר)","מסחר (מ""ר)", ,2022/07/18 03:00:00,607.62994234,99.02663269,אישור,"מסחר, תעסוקה ודיור להשכרה במורדות מלחה ירושלים ^ תוספת זכויות בניה ושימושים במגרש למסחר ותעסוקה ^ 1. שינוי יעוד המגרש מאזור למסחר ותעסוקה לאזור לדיור מסחר ותעסוקה
2. הגדלת שטחי הבניה המותרים
3. קביעת קווי הבניין
4. הגדלת מס' הקומות המותרות לבניה מ"
2022/08/29 03:00:00,2023/03/13 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231227190059577   ",1005208800,"26651",,,ירושלים,17.264,2,,,,1005339012,"דיור מיוחד,דרך מאושרת,ככר עירונית,מבנים ומוסדות ציבור,מגורים ד',שביל,שטח ציבורי פתוח",,התחדשות עירונית איסלנד 24-42 (ניו איסלנד),101-1062678,30,,14,https://mavat.iplan.gov.il/SV4/1/1005208800/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,80,0,0,60,0,0,0,0,657,-17240,0,0,0, ,"מגורים (יח""ד)","תעסוקה (מ""ר)", , ,2022/08/22 03:00:00,17258.2778919,621.76154457,דיון בהפקדה,"התחדשות עירונית איסלנד 24-42 (ניו איסלנד) ^ תכנון מתחם התחדשות עירונית מסוג פינוי ובינוי, בעירוב שימושים למגורים, מסחר, תעסוקה, צרכי ציבור, ועוד הסמוכים לתחנת הרכבת הקלה. ^ 1. שינוי יעוד ממגורים, שטחים פתוחים ומבני ציבור למגורים ד' (הכולל שימושים נוס"
2022/03/09 02:00:00,2022/05/09 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231227182034223   ",1005067670,"26671",2023/10/24 03:00:00,2023/09/06 03:00:00,ירושלים,8.199,2,2023/07/17 03:00:00,2023/10/25 03:00:00,2022/12/16 02:00:00,1005339254,"דרך מוצעת,מגורים ד',מסחר ומבנים ומוסדות ציבור,שטח ציבורי פתוח",2023/02/14 02:00:00,התחדשות עירונית ברחוב בר יוחאי 17-21 ואלמליח 143-145 - מתחם 06,101-0855585,71,2023/09/06 03:00:00,43,https://mavat.iplan.gov.il/SV4/1/1005067670/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,125,0,0,0,75,80,0,0,566,62473,0,4420,1230, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2021/10/01 03:00:00,8198.18288837,431.69624486,אישור,"התחדשות עירונית ברחוב בר יוחאי 17-21 ואלמליח 143-145 - מתחם 06 ^ קביעת הוראות פינוי מבנים קיימים ובניית חדשים תחתיהם, לרבות שטחי מסחר, שטחים ציבוריים פתוחים ושטחים ציבוריים מבונים. 
 ^ 01. שינוי במערך יעודי הקרקע כמפורט להלן:
-שינוי משטח מגורים מיו"
2023/01/30 02:00:00,2023/07/16 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231108124723769   ",1005258112,"26692",,,ירושלים,0.856,2,,,2023/10/27 03:00:00,1005339450,מבנים ומוסדות ציבור,2023/12/26 02:00:00,מבנה למוסד ברחוב הפסגה 22,101-1141589,14,,8,https://mavat.iplan.gov.il/SV4/1/1005258112/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,80,0,0,0,-642,0,0,6840, , , , ,"מבני ציבור (מ""ר)",2023/01/24 02:00:00,859.33219654,121.91246128,הכרעה בתכנית,"מבנה למוסד ברחוב הפסגה 22 ^ שינוי יעוד קרקע ממגורים 1 למבנים ומוסדות ציבור, הריסת מבנה קיים והקמת מבנה חדש למוסד ^ 1. קביעת הוראות בינוי להקמת מבנה למוסד
2. שינוי יעוד הקרקע ממגורים 1 למבנים ומוסדות ציבור
3. קביעת קווי בניין מרביים
4. קביעת שטחי ב"
2022/11/02 02:00:00,2023/01/08 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231225112104260   ",1005203498,"26803",2023/11/01 02:00:00,2023/10/15 03:00:00,ירושלים,0.332,2,2023/10/15 03:00:00,2023/11/02 02:00:00,2023/07/28 03:00:00,1005340706,"דרך מאושרת,מגורים",2023/09/26 03:00:00,"תוספת 2 קומות 2 יח""ד ומעלית בבית וגן 3 ירושלים",101-1053628,13,,8,https://mavat.iplan.gov.il/SV4/1/1005203498/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,3,0,0,0,0,0,0,0,2,299,0,0,0, ,"מגורים (יח""ד)", , , ,2022/08/02 03:00:00,336.91660448,76.20275973,אישור,"תוספת 2 קומות 2 יח""ד ומעלית בבית וגן 3 ירושלים ^ תוספת 2 קומות לתוספת 2 יח""ד +מעלית ומרפסות לבניין קיים. ^ 2.2.1    קביעת בינוי לתוספת 2 קומות חדשות לשם תוספת 2 יח""ד.
            תוספות להרחבת יח""ד בכל הקומות
            תוספת מחסנים במפלס התת קרקע"
2023/06/11 03:00:00,2023/10/15 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231227174645998   ",1005278908,"26872",,,ירושלים,6.176,2,,,,1005341380,מגורים ד',,"תוספת ופיצול יח""ד בפרויקט 'אור וברכה', שכונת גילה, ירושלים",101-1176791,9,,4,https://mavat.iplan.gov.il/SV4/1/1005278908/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,120,0,0,0,0,0,0,0,34,3097,0,0,0, ,"מגורים (יח""ד)", , , ,2023/05/29 03:00:00,6170.63178414,364.16603708,דיון בהפקדה,"תוספת ופיצול יח""ד בפרויקט 'אור וברכה', שכונת גילה, ירושלים ^ תוספת בניה, מרפסות ומחסנים ופיצול יח""ד למבנים בחלקות 59-60-61 ^ 2.2.1 שינוי במערך ייעודי הקרקע כמפורט להלן: מאזור מגורים ג' לאזור מגורים ד'.
2.2.2 קביעת בינוי לתוספות בנייה כמפורט להלן:
 "
2022/06/27 03:00:00,2022/12/05 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231204160010496   ",1005123446,"26915",,,ירושלים,17.768,2,,,,1005341934,"דרך מוצעת,ככר עירונית,מבנים ומוסדות ציבור,מגורים ד',שטח ציבורי פתוח",,התחדשות עירונית - מתחם הרדוף,101-0948356,25,,16,https://mavat.iplan.gov.il/SV4/1/1005123446/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,178,0,0,60,75,80,0,0,572,60116,1600,1650,5500, ,"מגורים (יח""ד)","תעסוקה (מ""ר)","מסחר (מ""ר)","מבני ציבור (מ""ר)",2022/05/23 03:00:00,17766.24800016,713.42879013,דיון בהפקדה,"התחדשות עירונית - מתחם הרדוף ^ התחדשות עירונית ברחוב הרדוף מס' 1-19, שכונת גילה, ירושלים.
 ^ 1. שינוי יעוד הקרקע מהיעודים הבאים: אזור מגורים מיוחד, אזור מגורים 2, מגורים עם זכות מעבר לציבור, מעבר ציבורי להולכי רגל, שצ""פ, שטח למבני ציבור, ודרך מאושרת"
2021/09/02 03:00:00,2023/09/11 03:00:00,ירושלים,תכנית מתאר מקומית,"ירושלים,",ירושלים,"20231204094036362   ",1005057712,"26932",,,ירושלים,98.17,2,,,,1005342044,"דרך מאושרת,דרך מוצעת,ככר עירונית,מבנים ומוסדות ציבור,מגורים ומבנים ומוסדות ציבור,מלונאות (אכסון מלונאי),מסחר,שטח ציבורי פתוח",,"מתחם כרמית - הקמת מתחם מגורים, מלונאות, מבני ציבור ופארק, קריית יובל",101-0838490,51,,41,https://mavat.iplan.gov.il/SV4/1/1005057712/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,0,75,80,0,0,1000,142600,0,2459,10144, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2021/03/05 02:00:00,98288.0117561,1566.87516473,דיון בהפקדה,"מתחם כרמית - הקמת מתחם מגורים, מלונאות, מבני ציבור ופארק, קריית יובל ^ הקמת מתחם מגורים חדש בדופן המערבית של שכונת קריית יובל, בהיקף של כ-1010 יח""ד, ופארק ציבורי 
כולל ומבנים ומוסדות ציבור, מלונאות אכסון מלונאי, מרכז ספורט, מסחר, שצ""פ, כיכר עירונית,"
2023/03/27 03:00:00,2023/06/18 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231221125255277   ",1005190012,"26957",,,ירושלים,0.961,2,,,,1005342314,"יעוד עפ""י תכנית מאושרת אחרת,מגורים א'",,הסייפן 25,101-1030873,13,,6,https://mavat.iplan.gov.il/SV4/1/1005190012/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,2,0,0,0,0,0,0,0,1,59.18,0,0,0, ,"מגורים (יח""ד)", , , ,2022/10/03 03:00:00,961.50289999,127.50076564,דיון בהפקדה,"הסייפן 25 ^ חלוקת מגרש דו משפחתי לשני מגרשים ותוספת יחידת דיור ^ 1.קביעת איחוד וחלוקה.
2. שינוי ייעוד מאזור מגורים 5 מיוחד לאזור מגורים א'.
3. קביעת מספר יחידות דיור מירבי
4. קביעת שטחי בניה מירביים.
5. קביעת מספר קומות מירבי.
6. קביעת קווי בניי"
